City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
238,Cockburn Town,TC,2020-04-15 22:28:58,21.46,-71.14,79.05,80,0,14.97,clear sky,0.0,0
239,Thongwa,MM,2020-04-15 22:33:09,16.76,96.53,78.8,83,20,5.82,few clouds,0.0,0
240,Ondangwa,NA,2020-04-15 22:33:09,-17.92,15.95,73.4,83,5,2.24,clear sky,0.0,0
241,Sao Jose Da Coroa Grande,BR,2020-04-15 22:33:10,-8.9,-35.15,80.69,82,18,7.56,light rain,0.0,0
242,Teya,RU,2020-04-15 22:29:17,60.38,92.63,36.41,78,31,2.21,scattered clouds,0.0,0
243,Cururupu,BR,2020-04-15 22:33:10,-1.83,-44.87,76.75,90,100,2.77,light rain,0.0,0
244,Sinnamary,GF,2020-04-15 22:33:10,5.38,-52.95,78.75,77,3,9.26,clear sky,0.0,0
245,Columbus,US,2020-04-15 22:28:32,39.96,-83.0,44.6,62,90,27.51,light rain and snow,0.0,0
246,Hasaki,JP,2020-04-15 22:33:11,35.73,140.83,52.0,76,75,19.46,broken clouds,0.0,0
247,Vila Velha,BR,2020-04-15 22:33:11,-20.33,-40.29,80.6,83,99,9.17,overcast clouds,0.0,0
248,Grootfontein,NA,2020-04-15 22:33:11,-19.57,18.12,68.34,34,31,6.93,scattered clouds,0.0,0
249,Fort Wellington,GY,2020-04-15 22:33:12,6.4,-57.6,78.44,77,54,8.93,broken clouds,0.0,0
250,Sao Joao Da Barra,BR,2020-04-15 22:29:19,-21.64,-41.05,78.8,74,96,6.93,overcast clouds,0.0,0
251,Vestmanna,FO,2020-04-15 22:33:12,62.16,-7.17,41.0,65,60,14.99,light rain,0.0,0
252,Montrose,US,2020-04-15 22:33:12,38.42,-108.27,62.6,14,75,11.41,broken clouds,0.0,0
253,Manokwari,ID,2020-04-15 22:33:12,-0.87,134.08,83.62,65,58,0.98,light rain,0.0,0
254,Lanzhou,CN,2020-04-15 22:33:13,36.06,103.79,50.0,35,25,4.47,scattered clouds,0.0,0
255,Dukat,RU,2020-04-15 22:33:13,62.55,155.55,14.56,85,6,2.35,clear sky,0.0,0
256,Tortoli,IT,2020-04-15 22:33:13,39.93,9.66,51.8,76,5,3.36,clear sky,0.0,0
257,Enid,US,2020-04-15 22:33:13,36.4,-97.88,63.0,31,1,13.87,clear sky,0.0,0
258,Mwembe,TZ,2020-04-15 22:33:14,-4.15,37.85,67.01,74,94,4.38,light rain,0.0,0
259,Merauke,ID,2020-04-15 22:33:14,-8.47,140.33,83.28,77,100,8.99,light rain,0.0,0
260,Vysokogornyy,RU,2020-04-15 22:33:14,50.12,139.15,35.04,63,0,4.68,clear sky,0.0,0
261,Marialva,BR,2020-04-15 22:29:21,-23.48,-51.79,66.2,59,0,3.36,clear sky,0.0,0
262,Borogontsy,RU,2020-04-15 22:33:14,62.67,131.17,18.54,84,35,8.3,scattered clouds,0.0,0
263,Namwala,ZM,2020-04-15 22:33:15,-15.75,26.44,66.33,58,81,2.46,broken clouds,0.0,0
264,Beringovskiy,RU,2020-04-15 22:33:15,63.05,179.32,27.03,97,99,10.47,light snow,0.0,0
265,High Level,CA,2020-04-15 22:29:22,58.52,-117.14,37.4,59,20,9.17,few clouds,0.0,0
266,Atambua,ID,2020-04-15 22:33:15,-9.11,124.89,74.68,83,100,1.61,light rain,0.0,0
267,Batangafo,CF,2020-04-15 22:33:16,7.3,18.28,80.98,41,27,3.09,scattered clouds,0.0,0
268,Carndonagh,IE,2020-04-15 22:33:16,55.25,-7.27,43.48,94,48,2.98,scattered clouds,0.0,0
269,Labuhan,ID,2020-04-15 22:29:23,-6.88,112.21,78.42,83,34,3.49,scattered clouds,0.0,0
270,Krasnyy Chikoy,RU,2020-04-15 22:33:16,50.36,108.75,41.88,53,99,1.99,overcast clouds,0.0,0
271,Xuddur,SO,2020-04-15 22:33:16,4.12,43.89,76.8,71,76,9.84,broken clouds,0.0,0
272,Kirakira,SB,2020-04-15 22:33:17,-10.45,161.92,85.84,68,100,7.63,light rain,0.0,0
273,Sovetskaya Gavan,RU,2020-04-15 22:33:17,48.97,140.29,36.61,76,0,3.18,clear sky,0.0,0
274,Mahebourg,MU,2020-04-15 22:33:17,-20.41,57.7,77.0,83,40,12.75,scattered clouds,0.0,0
275,Castro,BR,2020-04-15 22:33:17,-24.79,-50.01,50.99,43,0,0.43,clear sky,0.0,0
276,Markova,UA,2020-04-15 22:33:17,48.68,24.41,38.77,63,70,8.66,broken clouds,0.0,0
277,Manicore,BR,2020-04-15 22:33:18,-5.81,-61.3,82.4,78,42,3.36,light rain,0.0,0
278,Dunedin,NZ,2020-04-15 22:33:18,-45.87,170.5,55.0,63,32,11.01,scattered clouds,0.0,0
279,Hapao,PH,2020-04-15 22:33:18,16.88,121.02,71.15,61,96,2.42,overcast clouds,0.0,0
280,Pangnirtung,CA,2020-04-15 22:33:18,66.15,-65.71,17.6,85,90,10.29,light snow,0.0,0
281,Paracuru,BR,2020-04-15 22:33:19,-3.41,-39.03,82.4,78,40,4.7,scattered clouds,0.0,0
282,Grand Gaube,MU,2020-04-15 22:33:19,-20.01,57.66,77.0,83,40,12.75,scattered clouds,0.0,0
283,Chuy,UY,2020-04-15 22:29:26,-33.7,-53.46,64.24,72,94,20.62,light rain,0.0,0
284,Ngunguru,NZ,2020-04-15 22:29:26,-35.62,174.5,66.0,68,15,4.0,few clouds,0.0,0
285,Bontang,ID,2020-04-15 22:33:19,0.13,117.5,80.55,75,95,5.82,overcast clouds,0.0,0
286,Kendari,ID,2020-04-15 22:33:20,-3.94,122.5,74.34,91,100,1.1,light rain,0.0,0
287,Karimpur,IN,2020-04-15 22:29:27,23.97,88.62,75.67,67,0,8.08,clear sky,0.0,0
288,Rosetta,EG,2020-04-15 22:33:20,31.4,30.42,64.4,77,0,3.36,clear sky,0.0,0
289,Hobyo,SO,2020-04-15 22:33:21,5.35,48.53,83.61,78,53,9.91,broken clouds,0.0,0
290,Vasteras,SE,2020-04-15 22:33:21,59.62,16.55,46.99,65,74,12.75,broken clouds,0.0,0
291,Dongning,CN,2020-04-15 22:33:21,44.06,131.12,45.86,50,0,4.23,clear sky,0.0,0
292,Alencon,FR,2020-04-15 22:33:21,48.43,0.08,55.4,50,12,5.82,few clouds,0.0,0
293,Chumikan,RU,2020-04-15 22:33:22,54.72,135.31,42.85,62,9,7.76,clear sky,0.0,0
294,Isangel,VU,2020-04-15 22:29:29,-19.55,169.27,80.6,83,20,7.83,few clouds,0.0,0
295,Constitucion,CL,2020-04-15 22:33:22,-35.33,-72.42,55.11,74,99,3.44,overcast clouds,0.0,0
296,Puerto Ayora,EC,2020-04-15 22:33:22,-0.74,-90.35,86.0,66,40,16.11,scattered clouds,0.0,0
297,North Platte,US,2020-04-15 22:33:14,41.12,-100.77,55.99,30,40,4.7,scattered clouds,0.0,0
298,Ukiah,US,2020-04-15 22:29:05,39.15,-123.21,80.6,28,1,9.17,clear sky,0.0,0
299,El Paso,US,2020-04-15 22:33:10,31.76,-106.49,73.99,15,20,14.99,few clouds,0.0,0
300,Leshukonskoye,RU,2020-04-15 22:33:23,64.9,45.76,35.6,84,100,13.67,overcast clouds,0.0,0
301,Misratah,LY,2020-04-15 22:33:23,32.38,15.09,62.33,86,97,10.47,overcast clouds,0.0,0
302,Rocha,UY,2020-04-15 22:33:23,-34.48,-54.33,61.05,80,73,16.06,light rain,0.0,0
303,Aldan,RU,2020-04-15 22:33:23,58.6,125.39,29.84,77,99,5.28,snow,0.0,0
304,Darnah,LY,2020-04-15 22:33:24,32.77,22.64,60.19,76,50,22.26,scattered clouds,0.0,0
305,Novyy Urengoy,RU,2020-04-15 22:33:24,66.08,76.63,9.48,89,0,9.86,clear sky,0.0,0
306,Kathmandu,NP,2020-04-15 22:33:24,27.72,85.32,62.6,82,20,3.36,few clouds,0.0,0
307,Qostanay,KZ,2020-04-15 22:33:24,53.17,63.58,44.6,65,83,13.42,broken clouds,0.0,0
308,Mirabad,AF,2020-04-15 22:29:32,30.44,61.84,70.3,29,100,6.08,overcast clouds,0.0,0
309,Svetlyy,RU,2020-04-15 22:29:32,54.67,20.13,46.4,75,43,24.61,scattered clouds,0.0,0
310,Lata,PT,2020-04-15 22:33:25,40.16,-8.33,57.99,82,20,9.17,few clouds,0.0,0
311,Orapa,BW,2020-04-15 22:33:25,-21.28,25.37,72.14,23,18,8.08,few clouds,0.0,0
312,Dolores,AR,2020-04-15 22:33:25,-36.31,-57.68,50.04,78,0,7.11,clear sky,0.0,0
313,Cepu,ID,2020-04-15 22:29:32,-7.15,111.59,75.63,88,33,1.86,scattered clouds,0.0,0
314,Kon Tum,VN,2020-04-15 22:33:26,14.35,108.0,71.2,71,85,1.9,overcast clouds,0.0,0
315,Dingle,PH,2020-04-15 22:33:26,11.0,122.67,82.98,71,88,7.78,overcast clouds,0.0,0
316,Snasa,NO,2020-04-15 22:33:26,64.25,12.38,33.1,91,98,8.57,snow,0.0,0
317,Dobroye,RU,2020-04-15 22:33:27,52.87,39.81,33.8,80,82,11.18,broken clouds,0.0,0
318,Port Augusta,AU,2020-04-15 22:33:27,-32.5,137.77,64.99,77,60,11.41,broken clouds,0.0,0
319,Guerrero Negro,MX,2020-04-15 22:33:27,27.98,-114.06,75.31,28,0,16.91,clear sky,0.0,0
320,Puertollano,ES,2020-04-15 22:33:27,38.69,-4.11,53.01,90,12,3.36,few clouds,0.0,0
321,Cabedelo,BR,2020-04-15 22:29:34,-6.98,-34.83,78.8,94,68,3.36,light rain,0.0,0
322,Pitanga,BR,2020-04-15 22:29:35,-24.76,-51.76,56.12,48,0,4.32,clear sky,0.0,0
323,Hvolsvollur,IS,2020-04-15 22:30:22,63.75,-20.22,36.0,84,73,3.0,broken clouds,0.0,0
324,Moyale,KE,2020-04-15 22:33:28,3.52,39.06,69.37,63,75,2.8,light rain,0.0,0
325,Saint-Joseph,RE,2020-04-15 22:33:28,-21.37,55.62,75.2,64,75,8.05,broken clouds,0.0,0
326,Ilulissat,GL,2020-04-15 22:33:29,69.22,-51.1,28.4,58,100,3.36,overcast clouds,0.0,0
327,Gigmoto,PH,2020-04-15 22:33:29,13.78,124.39,81.37,81,63,10.18,light rain,0.0,0
328,Wanxian,CN,2020-04-15 22:33:29,30.8,108.39,71.64,61,61,2.66,broken clouds,0.0,0
329,Sisimiut,GL,2020-04-15 22:33:29,66.94,-53.67,27.59,95,73,18.99,light snow,0.0,0
330,Amahai,ID,2020-04-15 22:33:29,-3.33,128.92,82.96,66,64,3.18,broken clouds,0.0,0
331,Taltal,CL,2020-04-15 22:33:30,-25.4,-70.48,62.56,74,100,2.53,overcast clouds,0.0,0
332,Kargasok,RU,2020-04-15 22:33:30,59.06,80.86,32.63,94,75,8.28,broken clouds,0.0,0
333,Lompoc,US,2020-04-15 22:33:02,34.64,-120.46,78.01,63,1,13.87,clear sky,0.0,0
334,Rawson,AR,2020-04-15 22:29:16,-43.3,-65.1,69.1,39,99,8.97,overcast clouds,0.0,0
335,Kumi,KR,2020-04-15 22:33:30,36.11,128.34,48.2,76,1,1.12,clear sky,0.0,0
336,Drogenbos,BE,2020-04-15 22:29:38,50.79,4.31,55.0,46,18,3.36,few clouds,0.0,0
337,Honiara,SB,2020-04-15 22:30:15,-9.43,159.95,82.4,83,90,5.82,overcast clouds,0.0,0
338,Carberry,CA,2020-04-15 22:29:38,49.87,-99.36,37.4,29,40,14.99,scattered clouds,0.0,0
339,Terney,RU,2020-04-15 22:33:31,45.05,136.61,47.19,52,0,1.57,clear sky,0.0,0
340,Zyryanka,RU,2020-04-15 22:33:32,65.75,150.85,4.08,93,100,16.6,light snow,0.0,0
341,Maningrida,AU,2020-04-15 22:33:32,-12.07,134.27,80.67,78,93,10.07,overcast clouds,0.0,0
342,Sainte-Suzanne,RE,2020-04-15 22:33:32,-20.91,55.61,75.2,60,2,16.11,clear sky,0.0,0
343,Henderson,US,2020-04-15 22:32:50,36.04,-114.98,79.0,9,1,5.82,clear sky,0.0,0
344,Cairns,AU,2020-04-15 22:33:32,-16.92,145.77,75.99,94,90,11.41,light intensity shower rain,2.29,0
345,Raubling,DE,2020-04-15 22:28:39,47.79,12.11,44.01,75,10,2.24,clear sky,0.0,0
346,Hamilton,US,2020-04-15 22:29:40,39.18,-84.53,46.99,61,75,11.41,light rain,0.76,0
347,Flin Flon,CA,2020-04-15 22:33:33,54.77,-101.86,32.0,91,75,14.99,broken clouds,0.0,0
348,Cabo San Lucas,MX,2020-04-15 22:33:33,22.89,-109.91,82.0,41,5,9.17,clear sky,0.0,0
349,Rovaniemi,FI,2020-04-15 22:29:06,66.5,25.72,28.4,92,100,5.82,light snow,0.0,0
350,Kamenka,RU,2020-04-15 22:33:34,51.32,42.77,34.0,86,79,4.0,broken clouds,0.0,0
351,Kodiak,US,2020-04-15 22:33:34,57.79,-152.41,48.2,81,75,5.82,broken clouds,0.0,0
352,Narsaq,GL,2020-04-15 22:33:34,60.92,-46.05,35.6,80,100,5.82,light rain,0.0,0
353,Sokolo,ML,2020-04-15 22:33:34,14.73,-6.12,80.78,45,90,10.22,overcast clouds,0.0,0
354,Polunochnoye,RU,2020-04-15 22:33:34,60.87,60.42,32.92,90,98,6.96,overcast clouds,0.0,0
355,Moindou,NC,2020-04-15 22:33:35,-21.69,165.68,80.6,65,8,3.36,clear sky,0.0,0
356,Caravelas,BR,2020-04-15 22:33:35,-17.71,-39.25,78.28,85,68,7.52,light rain,0.0,0
357,Roebourne,AU,2020-04-15 22:30:44,-20.78,117.13,84.9,55,85,9.42,overcast clouds,0.0,0
358,Rundu,NA,2020-04-15 22:33:35,-17.93,19.77,71.6,73,27,3.36,scattered clouds,0.0,0
359,Nikolskoye,RU,2020-04-15 22:33:35,59.7,30.79,30.2,92,20,4.47,few clouds,0.0,0
360,Qena,EG,2020-04-15 22:33:36,26.16,32.72,77.0,33,0,5.82,clear sky,0.0,0
361,Sosnogorsk,RU,2020-04-15 22:33:36,63.6,53.88,32.23,92,69,11.56,broken clouds,0.0,0
362,Los Chiles,CR,2020-04-15 22:33:36,11.03,-84.72,73.99,83,86,18.99,overcast clouds,0.0,0
363,Ucluelet,CA,2020-04-15 22:33:36,48.93,-125.55,57.0,76,20,6.93,fog,0.0,0
364,Lichinga,MZ,2020-04-15 22:29:06,-13.31,35.24,64.4,93,20,9.17,few clouds,0.0,0
365,Sambava,MG,2020-04-15 22:33:37,-14.27,50.17,74.55,85,11,8.3,light rain,0.0,0
366,Qaqortoq,GL,2020-04-15 22:33:37,60.72,-46.03,35.6,80,100,5.82,light rain,0.0,0
367,Atar,MR,2020-04-15 22:33:37,20.52,-13.05,70.57,21,0,2.57,clear sky,0.0,0
368,San Patricio,MX,2020-04-15 22:29:44,19.22,-104.7,80.6,78,20,11.41,few clouds,0.0,0
369,Murchison,NZ,2020-04-15 22:29:44,-41.8,172.33,50.5,77,99,1.39,light rain,0.0,0
370,Berdigestyakh,RU,2020-04-15 22:33:04,62.1,126.7,15.67,87,36,8.79,scattered clouds,0.0,0
371,Batagay,RU,2020-04-15 22:33:38,67.63,134.63,1.44,86,100,10.09,light snow,0.0,0
372,Lucapa,AO,2020-04-15 22:29:45,-8.42,20.74,70.93,67,100,0.29,light rain,0.0,0
373,Mapastepec,MX,2020-04-15 22:29:45,15.43,-92.9,92.77,46,23,9.62,light rain,0.0,0
374,Poum,NC,2020-04-15 22:33:39,-20.23,164.02,79.02,76,16,13.38,few clouds,0.0,0
375,Vaitape,PF,2020-04-15 22:33:39,-16.52,-151.75,84.36,66,52,8.84,broken clouds,0.0,0
376,Itabira,BR,2020-04-15 22:33:00,-19.62,-43.23,66.2,93,90,4.7,thunderstorm with light rain,0.0,0
377,Barcelos,PT,2020-04-15 22:33:39,41.54,-8.62,57.2,87,75,12.75,shower rain,0.0,0
378,Korla,CN,2020-04-15 22:33:39,41.76,86.15,61.48,29,100,9.64,overcast clouds,0.0,0
379,Ridgecrest,US,2020-04-15 22:33:40,35.62,-117.67,78.8,14,1,12.75,clear sky,0.0,0
380,Shawnee,US,2020-04-15 22:33:40,39.05,-95.77,57.99,26,75,5.82,broken clouds,0.0,0
381,Glyadyanskoye,RU,2020-04-15 22:33:40,54.91,65.09,41.56,80,51,10.76,broken clouds,0.0,0
382,Ust-Ishim,RU,2020-04-15 22:33:40,57.69,71.17,32.32,95,20,4.9,few clouds,0.0,0
383,Klaksvik,FO,2020-04-15 22:33:04,62.23,-6.59,41.0,65,38,14.99,scattered clouds,0.0,0
384,Kupang,ID,2020-04-15 22:33:41,-10.17,123.58,78.8,83,20,10.29,few clouds,0.0,0
385,Dauphin,CA,2020-04-15 22:33:41,51.15,-100.05,30.4,79,96,9.48,light snow,0.0,0
386,Natal,BR,2020-04-15 22:29:48,-5.79,-35.21,78.8,88,40,4.7,scattered clouds,0.0,0
387,Itupiranga,BR,2020-04-15 22:33:41,-5.13,-49.33,77.0,100,75,6.93,light rain,0.0,0
388,Alice Springs,AU,2020-04-15 22:33:12,-23.7,133.88,62.6,33,4,3.36,clear sky,0.0,0
389,Arecibo,PR,2020-04-15 22:33:42,18.47,-66.72,82.4,74,40,16.11,scattered clouds,0.0,0
390,Coquimbo,CL,2020-04-15 22:33:42,-29.95,-71.34,62.6,67,100,9.17,overcast clouds,0.0,0
391,Pauini,BR,2020-04-15 22:33:42,-7.71,-66.98,73.2,92,81,1.45,light rain,0.0,0
392,Kumluca,TR,2020-04-15 22:33:42,36.37,30.29,57.18,65,2,7.94,clear sky,0.0,0
393,Sakakah,SA,2020-04-15 22:29:49,29.97,40.21,60.8,67,15,6.93,few clouds,0.0,0
394,Kalmunai,LK,2020-04-15 22:33:43,7.42,81.82,80.98,74,81,1.3,broken clouds,0.0,0
395,Berlevag,NO,2020-04-15 22:33:43,70.86,29.09,32.85,91,15,15.99,few clouds,0.0,0
396,Solnechnyy,RU,2020-04-15 22:33:43,50.72,136.63,45.72,47,0,2.8,clear sky,0.0,0
397,Bandarbeyla,SO,2020-04-15 22:33:43,9.49,50.81,81.43,76,9,6.69,light rain,0.0,0
398,San Juan,AR,2020-04-15 22:29:50,-31.54,-68.54,78.57,20,94,8.1,overcast clouds,0.0,0
399,Goderich,CA,2020-04-15 22:29:51,43.75,-81.72,35.01,61,39,15.99,scattered clouds,0.0,0
400,Maceio,BR,2020-04-15 22:29:51,-9.67,-35.74,78.8,88,16,5.82,few clouds,0.0,0
401,Nicoya,CR,2020-04-15 22:33:44,10.15,-85.45,91.4,49,75,12.75,broken clouds,0.0,0
402,Ostrovnoy,RU,2020-04-15 22:33:44,68.05,39.51,34.38,95,100,5.66,light rain,0.0,0
403,Krasnogorskoye,RU,2020-04-15 22:29:51,52.3,86.2,39.96,71,67,5.77,broken clouds,0.0,0
404,Hami,CN,2020-04-15 22:33:45,42.8,93.45,63.18,26,100,18.28,overcast clouds,0.0,0
405,Bafq,IR,2020-04-15 22:29:27,31.61,55.41,64.9,31,18,5.17,few clouds,0.0,0
406,Havre-Saint-Pierre,CA,2020-04-15 22:33:31,50.23,-63.6,33.8,64,90,12.75,overcast clouds,0.0,0
407,Jinchang,CN,2020-04-15 22:33:45,38.5,102.17,47.75,25,100,7.45,overcast clouds,0.0,0
408,Broken Arrow,US,2020-04-15 22:33:46,36.05,-95.79,64.4,25,1,9.17,clear sky,0.0,0
409,Aksu,CN,2020-04-15 22:33:46,41.12,80.26,63.16,23,100,4.83,overcast clouds,0.0,0
410,Ipanguacu,BR,2020-04-15 22:29:53,-5.5,-36.85,79.05,75,73,7.45,light rain,0.0,0
411,Tema,GH,2020-04-15 22:33:46,5.67,-0.02,86.0,74,20,8.05,few clouds,0.0,0
412,Marrakesh,MA,2020-04-15 22:29:17,31.63,-8.01,62.6,63,97,4.7,overcast clouds,0.0,0
413,San Ignacio,BZ,2020-04-15 22:29:22,17.16,-89.07,98.6,44,40,4.7,scattered clouds,0.0,0
414,Kieta,PG,2020-04-15 22:33:47,-6.22,155.63,86.67,61,97,1.48,light rain,0.0,0
415,Zumarraga,PH,2020-04-15 22:33:47,11.64,124.84,83.93,67,76,5.57,broken clouds,0.0,0
416,Tabas,IR,2020-04-15 22:33:48,33.6,56.92,63.12,34,3,4.29,clear sky,0.0,0
417,Mayo,US,2020-04-15 22:33:48,38.89,-76.51,54.0,40,1,10.29,clear sky,0.0,0
418,Padang,ID,2020-04-15 22:33:48,-0.95,100.35,78.8,77,64,4.9,light rain,0.0,0
419,San Quintin,MX,2020-04-15 22:33:48,30.48,-115.95,68.27,51,0,12.01,clear sky,0.0,0
420,Kuzedeyevo,RU,2020-04-15 22:33:49,53.33,87.2,38.7,77,63,5.66,broken clouds,0.0,0
421,Nanortalik,GL,2020-04-15 22:29:56,60.14,-45.24,36.25,93,100,11.99,light rain,0.0,0
422,Yenagoa,NG,2020-04-15 22:33:49,4.92,6.26,79.11,91,98,4.38,overcast clouds,0.0,0
423,Buraydah,SA,2020-04-15 22:29:57,26.33,43.98,62.6,67,0,6.93,clear sky,0.0,0
424,Lorengau,PG,2020-04-15 22:33:50,-2.02,147.27,84.54,68,79,1.72,broken clouds,0.0,0
425,High Rock,BS,2020-04-15 22:33:50,26.62,-78.28,84.2,79,75,17.22,broken clouds,0.0,0
426,Abay,KZ,2020-04-15 22:33:50,49.63,72.85,28.4,86,0,2.24,clear sky,0.0,0
427,Lingao,CN,2020-04-15 22:33:51,19.91,109.69,71.56,83,100,8.39,overcast clouds,0.0,0
428,Turukhansk,RU,2020-04-15 22:33:07,65.82,87.98,28.56,94,59,12.48,broken clouds,0.0,0
429,Altamira,BR,2020-04-15 22:32:57,-3.2,-52.21,70.86,91,88,2.04,overcast clouds,0.0,0
430,Hargeysa,SO,2020-04-15 22:33:51,9.56,44.06,73.02,50,100,8.66,light rain,0.0,0
431,Nyrob,RU,2020-04-15 22:33:05,60.73,56.72,37.42,92,100,10.69,light rain,0.0,0
432,Xichang,CN,2020-04-15 22:33:52,27.9,102.26,62.56,33,19,2.84,few clouds,0.0,0
433,Olga,RU,2020-04-15 22:32:04,43.74,135.29,44.38,58,0,5.08,clear sky,0.0,0
434,Tilichiki,RU,2020-04-15 22:33:52,60.47,166.1,21.74,95,26,5.57,scattered clouds,0.0,0
435,Gbarnga,LR,2020-04-15 22:33:53,7.0,-9.47,74.66,89,94,1.48,overcast clouds,0.0,0
436,Tutoia,BR,2020-04-15 22:33:53,-2.76,-42.27,79.41,81,94,3.22,light rain,0.0,0
437,Skibotn,NO,2020-04-15 22:33:53,69.39,20.27,33.8,86,75,14.99,light shower snow,0.0,0
438,Yazman,PK,2020-04-15 22:30:00,29.12,71.74,84.04,24,19,3.91,few clouds,0.0,0
439,Kirensk,RU,2020-04-15 22:33:53,57.79,108.11,39.88,73,5,3.44,clear sky,0.0,0
440,Askiz,RU,2020-04-15 22:33:54,53.13,90.53,42.75,59,93,10.27,overcast clouds,0.0,0
441,North Bend,US,2020-04-15 22:33:54,43.41,-124.22,62.01,76,20,13.87,few clouds,0.0,0
442,Isla Mujeres,MX,2020-04-15 22:33:54,21.23,-86.73,87.8,62,40,25.28,scattered clouds,0.0,0
443,George Town,MY,2020-04-15 22:32:38,5.41,100.34,78.8,94,40,2.24,scattered clouds,0.0,0
444,Marang,MY,2020-04-15 22:33:55,5.21,103.21,78.8,94,40,4.7,scattered clouds,0.0,0
445,Pingshan,CN,2020-04-15 22:33:55,22.99,114.71,69.01,77,97,2.55,overcast clouds,0.0,0
446,Vinh,VN,2020-04-15 22:33:55,18.67,105.67,72.07,90,98,1.61,overcast clouds,0.0,0
447,Nabire,ID,2020-04-15 22:33:55,-3.37,135.48,77.79,85,100,2.57,overcast clouds,0.0,0
448,Lang Son,VN,2020-04-15 22:33:55,21.83,106.73,68.83,81,100,2.15,overcast clouds,0.0,0
449,Ranong,TH,2020-04-15 22:33:56,9.97,98.63,80.46,78,96,3.09,overcast clouds,0.0,0
450,Ellensburg,US,2020-04-15 22:33:47,47.0,-120.55,63.0,44,90,16.11,overcast clouds,0.0,0
451,Porosozero,RU,2020-04-15 22:33:56,62.72,32.73,27.01,96,0,2.13,clear sky,0.0,0
452,Puqi,CN,2020-04-15 22:33:56,29.72,113.88,70.81,59,0,7.25,clear sky,0.0,0
453,Kununurra,AU,2020-04-15 22:33:56,-15.77,128.73,69.8,88,100,2.24,overcast clouds,0.0,0
454,Saint-Augustin,CA,2020-04-15 22:30:05,51.23,-58.65,28.58,92,13,9.69,few clouds,0.0,0
455,Tarakan,ID,2020-04-15 22:33:57,3.3,117.63,79.41,77,59,3.71,broken clouds,0.0,0
456,Saint Anthony,US,2020-04-15 22:31:15,45.02,-93.22,36.0,31,75,126.61,broken clouds,0.0,0
457,Santa Cruz Del Sur,CU,2020-04-15 22:33:57,20.71,-78.0,80.74,76,8,9.01,clear sky,0.0,0
458,Yar-Sale,RU,2020-04-15 22:30:06,66.83,70.83,11.17,89,1,11.03,clear sky,0.0,0
459,Mercedes,AR,2020-04-15 22:30:06,-34.65,-59.43,61.0,83,0,4.76,clear sky,0.0,0
460,Vila Franca Do Campo,PT,2020-04-15 22:30:06,37.72,-25.43,53.6,76,20,20.8,few clouds,0.0,0
461,Sebring,US,2020-04-15 22:33:58,27.5,-81.44,89.6,52,75,19.46,broken clouds,0.0,0
462,Gobabis,NA,2020-04-15 22:30:06,-22.45,18.97,59.0,58,21,32.21,few clouds,0.0,0
463,Saint-Pierre,RE,2020-04-15 22:33:58,-21.34,55.48,75.2,64,75,8.05,broken clouds,0.0,0
464,Chingirlau,KZ,2020-04-15 22:33:59,51.09,54.08,50.47,44,100,19.19,overcast clouds,0.0,0
465,Gat,IL,2020-04-15 22:33:59,31.61,34.76,64.0,77,21,2.24,few clouds,0.0,0
466,Kajaani,FI,2020-04-15 22:33:59,64.23,27.73,30.2,92,90,4.7,light snow,0.0,0
467,Abu Zabad,SD,2020-04-15 22:33:59,12.35,29.25,70.38,14,15,13.82,few clouds,0.0,0
468,Urumqi,CN,2020-04-15 22:33:59,43.8,87.6,57.2,62,100,6.71,light rain,0.0,0
469,Flinders,AU,2020-04-15 22:33:59,-34.58,150.86,73.0,46,100,14.99,overcast clouds,0.0,0
470,Sampit,ID,2020-04-15 22:30:08,-2.53,112.95,77.16,96,93,1.39,moderate rain,0.0,0
471,Vanino,RU,2020-04-15 22:30:08,49.09,140.25,37.94,71,0,2.33,clear sky,0.0,0
472,San Pedro De Uraba,CO,2020-04-15 22:34:00,8.28,-76.38,86.0,70,20,13.87,few clouds,0.0,0
473,Tura,IN,2020-04-15 22:33:47,25.52,90.22,65.61,85,77,3.22,light rain,0.0,0
474,Acapulco,MX,2020-04-15 22:30:09,16.86,-99.89,82.4,74,75,8.05,broken clouds,0.0,0
475,Laguna,US,2020-04-15 22:33:24,38.42,-121.42,84.99,29,1,6.93,clear sky,0.0,0
476,San Andres,CO,2020-04-15 22:33:31,12.58,-81.7,86.0,66,20,12.75,few clouds,0.0,0
477,Waingapu,ID,2020-04-15 22:30:10,-9.66,120.26,81.93,80,99,9.75,overcast clouds,0.0,0
478,Campanario,ES,2020-04-15 22:30:10,38.86,-5.62,51.6,82,49,7.02,scattered clouds,0.0,0
479,Banda Aceh,ID,2020-04-15 22:34:02,5.56,95.32,80.01,79,48,3.06,scattered clouds,0.0,0
480,Krasnoye,UA,2020-04-15 22:34:02,49.91,24.61,46.4,52,90,4.47,overcast clouds,0.0,0
481,Zykovo,RU,2020-04-15 22:30:10,55.95,93.15,46.4,65,89,20.13,light rain,0.0,0
482,Angoche,MZ,2020-04-15 22:34:02,-16.23,39.91,77.11,87,0,4.23,light rain,0.0,0
